id,line_id,point_id,RMSh,RMSs,pc,pc_pn,pn,Elevation,D_m,D_km,lat,lon,Sub1_Thickness,depth
189,0,189,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2627,92747.22652,92.747,8.058767,155.70257,,
190,0,190,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2622,93339.62704,93.34,8.050955,155.710383,,
191,0,191,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2617,93766.62792,93.767,8.043142,155.710383,,
192,0,192,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2600,94193.62951,94.194,8.035329,155.710383,,
193,0,193,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2539,94786.03336,94.786,8.027517,155.718195,,
194,0,194,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2507,95213.03663,95.213,8.019704,155.718195,,
195,0,195,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2512,95805.44281,95.805,8.011891,155.726008,,
196,0,196,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2508,96232.44777,96.232,8.004079,155.726008,,
197,0,197,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2531,96659.45343,96.659,7.996266,155.726008,,
198,0,198,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2621,97251.86292,97.252,7.988453,155.733821,,
199,0,199,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2648,97678.87026,97.679,7.980641,155.733821,,
200,0,200,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2653,98105.8783,98.106,7.972828,155.733821,,
201,0,201,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2654,98698.29109,98.698,7.965015,155.741633,,
202,0,202,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2652,99125.3008,99.125,7.957203,155.741633,,
203,0,203,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2649,99717.71591,99.718,7.94939,155.749446,,
204,0,204,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2649,100144.7273,100.145,7.941577,155.749446,,
205,0,205,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2655,100571.7394,100.572,7.933765,155.749446,,
206,0,206,1.692602515,1.112874985,66.88889313,0.734786987,66.15410614,-2656,101164.1578,101.164,7.925952,155.757259,,
